Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1560848400.0 1010.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1560848400.0 1020.0 NA 41 32 0 41 NA 115 62 0 116 NA 539 188 162 525 NA 673 221 244 631
1560848400.0 106.0 48 0 NA NA NA 93 0 NA NA NA 1004 0 NA NA NA 1120 0 NA NA NA
1560848400.0 129.0 57 0 NA NA NA 101 0 NA NA NA 1047 0 NA NA NA 1711 0 NA NA NA
1560848400.0 1306.0 NA 82 NA NA NA NA 161 NA NA NA NA 569 NA NA NA NA 1065 NA NA NA
1560848400.0 1314.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1560848400.0 1316.0 NA 73 NA NA NA NA 154 NA NA NA NA 465 NA NA NA NA 840 NA NA NA
1560848400.0 1317.0 NA 68 NA NA NA NA 149 NA NA NA NA 423 NA NA NA NA 720 NA NA NA
1560848400.0 1319.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1560848400.0 1320.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1560848400.0 1325.2 NA 94 NA NA NA NA 172 NA NA NA NA 606 NA NA NA NA 1091 NA NA NA
1560848400.0 1325.6 NA 155 NA NA NA NA 265 NA NA NA NA 2191 NA NA NA NA 2713 NA NA NA
1560848400.0 1326.0 NA 89 NA NA NA NA 168 NA NA NA NA 558 NA NA NA NA 1025 NA NA NA
1560848400.0 1328.0 NA 75 NA NA NA NA 155 NA NA NA NA 458 NA NA NA NA 778 NA NA NA
1560848400.0 1331.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1560848400.0 1334.0 NA 91 NA NA NA NA 169 NA NA NA NA 570 NA NA NA NA 1026 NA NA NA
1560848400.0 1335.0 NA 68 NA NA NA NA 149 NA NA NA NA 499 NA NA NA NA 638 NA NA NA
1560848400.0 1344.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1560848400.0 1345.0 NA 74 NA NA NA NA 154 NA NA NA NA 484 NA NA NA NA 681 NA NA NA
